6AT86;One pair
7327K;One pair
73Q5J;One pair
75562;One pair
7626T;One pair
78273;One pair
78944;One pair
79647;One pair
7TJ43;One pair
7T5T4;One pair
7K784;One pair
7K897;One pair
7AJ6Q;One pair
7A54A;One pair
7A576;One pair
7A728;One pair
8J53T;One pair
8J6K5;One pair
8JK46;One pair
845Q8;One pair
852Q5;One pair
89J6A;One pair
892QJ;One pair
8T85K;One pair
8TK6K;One pair
8Q322;One pair
8Q4KQ;One pair
8QTJ6;One pair
8A298;One pair
8A66Q;One pair
9J485;One pair
9JA42;One pair
92954;One pair
93JQ6;One pair
9372J;One pair
93Q34;One pair
942A2;One pair
9629K;One pair
973JK;One pair
9T224;One pair
9Q442;One pair
9Q8K8;One pair
9KTQ9;One pair
9A67J;One pair
9AQ39;One pair
TJKA8;One pair
T2A25;One pair
T2A82;One pair
T3563;One pair
T3887;One pair
T55AK;One pair
T5QKJ;One pair
T6A2J;One pair
T76AT;One pair
T8J34;One pair
T82TA;One pair
T8T96;One pair
T9353;One pair
T94TQ;One pair
T9AJ5;One pair
TT45K;One pair
TQAJ6;One pair
TK8QT;One pair
TA89A;One pair
QJ2K7;One pair
QJ49K;One pair
QJ9A2;One pair
Q2926;One pair
Q29A2;One pair
Q3AQ7;One pair
Q473Q;One pair
Q47A7;One pair
Q4K9K;One pair
Q5766;One pair
Q7T67;One pair
Q82Q9;One pair
Q85K8;One pair
Q8K5J;One pair
Q9J3T;One pair
Q9J75;One pair
Q98J6;One pair
QTTK9;One pair
QQ87A;One pair
QA5J4;One pair
QA669;One pair
QA6A8;One pair
QA889;One pair
K2782;One pair
K3599;One pair
K36J8;One pair
K3TQQ;One pair
K474Q;One pair
K4Q49;One pair
K522Q;One pair
K5587;One pair
K5A44;One pair
K6242;One pair
K7J38;One pair
K7JT3;One pair
K7A76;One pair
K855A;One pair
K8662;One pair
K94T4;One pair
KT3K2;One pair
KT6QQ;One pair
KQ366;One pair
KAJ36;One pair
KAJ46;One pair
AJ6T4;One pair
AJ9T6;One pair
A2ATK;One pair
A3K5K;One pair
A4394;One pair
A4845;One pair
A5J42;One pair
A5T3T;One pair
A76AT;One pair
A7Q9A;One pair
A8533;One pair
A9749;One pair
AT4A2;One pair
AK9TK;One pair
AAQ74;One pair
22443;Two pairs
2552T;Two pairs
29797;Two pairs
2Q424;Two pairs
2QQ82;Two pairs
2K2K9;Two pairs
2A25A;Two pairs
33442;Two pairs
33766;Two pairs
33848;Two pairs
34473;Two pairs
34493;Two pairs
34634;Two pairs
34AA4;Two pairs
35434;Two pairs
36655;Two pairs
38AA3;Two pairs
39QQ9;Two pairs
3T35T;Two pairs
3Q434;Two pairs
3A37A;Two pairs
3A3A5;Two pairs
4488T;Two pairs
44AAK;Two pairs
47748;Two pairs
47A74;Two pairs
48348;Two pairs
4K5K4;Two pairs
53252;Two pairs
54566;Two pairs
554KK;Two pairs
5599Q;Two pairs
56AA6;Two pairs
595TT;Two pairs
5K544;Two pairs
64654;Two pairs
6556T;Two pairs
6T36T;Two pairs
6T64T;Two pairs
6Q6KQ;Two pairs
72288;Two pairs
72627;Two pairs
72Q2Q;Two pairs
737KK;Two pairs
75457;Two pairs
767KK;Two pairs
77252;Two pairs
77282;Two pairs
77585;Two pairs
77939;Two pairs
77989;Two pairs
7979A;Two pairs
7QQ33;Two pairs
7A7TA;Two pairs
82248;Two pairs
8383A;Two pairs
86863;Two pairs
86TT8;Two pairs
87A8A;Two pairs
89955;Two pairs
8998K;Two pairs
89TT8;Two pairs
8TT55;Two pairs
8K48K;Two pairs
8A8A4;Two pairs
8AT8T;Two pairs
93396;Two pairs
93493;Two pairs
95533;Two pairs
959QQ;Two pairs
95A59;Two pairs
97898;Two pairs
9988Q;Two pairs
99Q33;Two pairs
99KKQ;Two pairs
9T6T9;Two pairs
9TT49;Two pairs
9KAA9;Two pairs
9A39A;Two pairs
T2T88;Two pairs
T3ATA;Two pairs
T477T;Two pairs
T55KT;Two pairs
T6AT6;Two pairs
T773T;Two pairs
T99AA;Two pairs
T9T22;Two pairs
T9KT9;Two pairs
TT733;Two pairs
TTAA4;Two pairs
TQKKT;Two pairs
TA9T9;Two pairs
Q2T2Q;Two pairs
Q3A3Q;Two pairs
Q6644;Two pairs
Q66AQ;Two pairs
Q6Q76;Two pairs
Q868Q;Two pairs
QT6TQ;Two pairs
QQ442;Two pairs
QK4K4;Two pairs
QA6A6;Two pairs
K3KTT;Two pairs
K4QQK;Two pairs
K4K94;Two pairs
K66QK;Two pairs
K8K68;Two pairs
KT7T7;Two pairs
KK344;Two pairs
KK442;Two pairs
KK855;Two pairs
KA66A;Two pairs
A3A43;Two pairs
A47A7;Two pairs
A8A8K;Two pairs
AQQ6A;Two pairs
AA388;Two pairs
JJ29T;Three of a kind
JJ325;Three of a kind
JJT78;Three of a kind
J2J79;Three of a kind
J2J94;Three of a kind
J2324;Three of a kind
J2T2Q;Three of a kind
J455K;Three of a kind
J5J2K;Three of a kind
J5Q75;Three of a kind
J65JT;Three of a kind
J6Q2J;Three of a kind
J7724;Three of a kind
J7847;Three of a kind
J858Q;Three of a kind
J8979;Three of a kind
J9928;Three of a kind
J9Q96;Three of a kind
JQATQ;Three of a kind
JAA8Q;Three of a kind
JAAQ6;Three of a kind
2J842;Three of a kind
222AT;Three of a kind
226JK;Three of a kind
22Q42;Three of a kind
242JQ;Three of a kind
252Q2;Three of a kind
252K2;Three of a kind
266A6;Three of a kind
27767;Three of a kind
28622;Three of a kind
29979;Three of a kind
2T2JA;Three of a kind
2Q777;Three of a kind
2KKKQ;Three of a kind
2AJ23;Three of a kind
2A272;Three of a kind
2AQQQ;Three of a kind
2AAJ5;Three of a kind
3J8Q3;Three of a kind
3JQ34;Three of a kind
32622;Three of a kind
33Q9J;Three of a kind
33QT3;Three of a kind
3433T;Three of a kind
37JA7;Three of a kind
37Q33;Three of a kind
38K33;Three of a kind
39TJ9;Three of a kind
3T3J5;Three of a kind
3TTTA;Three of a kind
3QQ7Q;Three of a kind
3KJ38;Three of a kind
3KKK9;Three of a kind
3AAJ9;Three of a kind
4J262;Three of a kind
4J436;Three of a kind
428J8;Three of a kind
43424;Three of a kind
43KJJ;Three of a kind
44JK6;Three of a kind
443T4;Three of a kind
443A4;Three of a kind
44469;Three of a kind
4449T;Three of a kind
444T6;Three of a kind
445T4;Three of a kind
447KJ;Three of a kind
44924;Three of a kind
44T24;Three of a kind
4547J;Three of a kind
46665;Three of a kind
47767;Three of a kind
477Q7;Three of a kind
47944;Three of a kind
47QQQ;Three of a kind
48J24;Three of a kind
4T5J4;Three of a kind
4K9J4;Three of a kind
4KKJ7;Three of a kind
4AJA6;Three of a kind
4A7J4;Three of a kind
4AT44;Three of a kind
5J434;Three of a kind
5J66A;Three of a kind
5JQJA;Three of a kind
52545;Three of a kind
53545;Three of a kind
54449;Three of a kind
57333;Three of a kind
5852J;Three of a kind
58525;Three of a kind
59JTT;Three of a kind
59575;Three of a kind
595T5;Three of a kind
5QQJA;Three of a kind
5A5Q5;Three of a kind
6JAK6;Three of a kind
62J72;Three of a kind
62J9J;Three of a kind
633J5;Three of a kind
63668;Three of a kind
63888;Three of a kind
6559J;Three of a kind
666QA;Three of a kind
66A6T;Three of a kind
6926J;Three of a kind
69993;Three of a kind
6TTT9;Three of a kind
6QAJJ;Three of a kind
6K6T6;Three of a kind
7J388;Three of a kind
7J738;Three of a kind
72877;Three of a kind
73338;Three of a kind
7433J;Three of a kind
75JQ7;Three of a kind
7555T;Three of a kind
7774K;Three of a kind
77T79;Three of a kind
77K87;Three of a kind
793J7;Three of a kind
79767;Three of a kind
79888;Three of a kind
7Q677;Three of a kind
7Q977;Three of a kind
7QK77;Three of a kind
7K9KK;Three of a kind
7KTJT;Three of a kind
7AJ33;Three of a kind
7A7Q7;Three of a kind
7AKKK;Three of a kind
84666;Three of a kind
85J8A;Three of a kind
85TTT;Three of a kind
872J8;Three of a kind
88J4Q;Three of a kind
8858A;Three of a kind
88837;Three of a kind
8884A;Three of a kind
888A9;Three of a kind
88K4J;Three of a kind
8TA88;Three of a kind
8K884;Three of a kind
8A688;Three of a kind
9JJ32;Three of a kind
9JJKA;Three of a kind
94J9Q;Three of a kind
95KKK;Three of a kind
96TJ9;Three of a kind
96AJ9;Three of a kind
974JJ;Three of a kind
97775;Three of a kind
98QJ8;Three of a kind
98K88;Three of a kind
99259;Three of a kind
99659;Three of a kind
99K2J;Three of a kind
9Q2J2;Three of a kind
9KJTK;Three of a kind
9KAKJ;Three of a kind
9A989;Three of a kind
TJ8J5;Three of a kind
T232J;Three of a kind
T3K3J;Three of a kind
T4T2T;Three of a kind
T4TTQ;Three of a kind
T5888;Three of a kind
T5TAT;Three of a kind
T7277;Three of a kind
T8JJ3;Three of a kind
T8J8K;Three of a kind
T8444;Three of a kind
T88K8;Three of a kind
T8TT2;Three of a kind
T8AAA;Three of a kind
TT23T;Three of a kind
TT7T4;Three of a kind
TQ9JT;Three of a kind
TK5KK;Three of a kind
TAJJ3;Three of a kind
TA5JT;Three of a kind
TAAAK;Three of a kind
QJ5J9;Three of a kind
QJ545;Three of a kind
Q2TJT;Three of a kind
Q3KKJ;Three of a kind
Q3AAA;Three of a kind
Q43QJ;Three of a kind
Q5999;Three of a kind
Q79QQ;Three of a kind
Q7TJT;Three of a kind
Q8J87;Three of a kind
Q9JA9;Three of a kind
QTT7T;Three of a kind
QTKTT;Three of a kind
QQ38Q;Three of a kind
QQQ92;Three of a kind
QKKKT;Three of a kind
QKKKA;Three of a kind
KJ2K9;Three of a kind
KJ996;Three of a kind
KJK58;Three of a kind
K5J95;Three of a kind
K544J;Three of a kind
K5KK2;Three of a kind
K73KJ;Three of a kind
K9599;Three of a kind
KTKJ5;Three of a kind
KQQJ5;Three of a kind
KK3KA;Three of a kind
KK7K6;Three of a kind
KAJA5;Three of a kind
KAA6A;Three of a kind
KAA9J;Three of a kind
AJ4J3;Three of a kind
AJKQJ;Three of a kind
A22JK;Three of a kind
A2224;Three of a kind
A334J;Three of a kind
A33K3;Three of a kind
A4A6A;Three of a kind
A6K66;Three of a kind
A9TJT;Three of a kind
ATTT6;Three of a kind
AQJJ2;Three of a kind
AAA37;Three of a kind
AAA42;Three of a kind
J2T2T;Full house
J3366;Full house
J4242;Full house
JK7K7;Full house
JK99K;Full house
2J727;Full house
22255;Full house
22277;Full house
22333;Full house
22444;Full house
22662;Full house
22992;Full house
22TT2;Full house
22Q2Q;Full house
22K2K;Full house
24242;Full house
33TTJ;Full house
33AAA;Full house
34434;Full house
35535;Full house
3K3JK;Full house
3A3A3;Full house
444QQ;Full house
44KK4;Full house
46464;Full house
48884;Full house
4T44T;Full house
4T4TJ;Full house
4AA44;Full house
5J225;Full house
5335J;Full house
55522;Full house
55KKK;Full house
56656;Full house
58J58;Full house
59599;Full house
59955;Full house
5TTT5;Full house
5QQ5J;Full house
5K5K5;Full house
6J226;Full house
6JA6A;Full house
63336;Full house
63366;Full house
644J6;Full house
65565;Full house
66699;Full house
666AA;Full house
66868;Full house
68J86;Full house
69699;Full house
6Q6Q6;Full house
6Q6QQ;Full house
72277;Full house
73337;Full house
7474J;Full house
75577;Full house
77J99;Full house
77474;Full house
79797;Full house
7KKK7;Full house
82228;Full house
83388;Full house
84448;Full house
86886;Full house
88JQQ;Full house
887J7;Full house
88877;Full house
88AAA;Full house
8Q8Q8;Full house
9J944;Full house
94944;Full house
97799;Full house
98988;Full house
99494;Full house
9QQ99;Full house
9K9KK;Full house
TJ5T5;Full house
T2T2T;Full house
T3TT3;Full house
T4T4T;Full house
T55T5;Full house
T8T8T;Full house
TT66T;Full house
TT999;Full house
TTT77;Full house
TKTTK;Full house
QJ44Q;Full house
Q2QJ2;Full house
Q777Q;Full house
Q7QQ7;Full house
QTTQT;Full house
QQJTT;Full house
QQQ99;Full house
K88KK;Full house
K999K;Full house
KQQKQ;Full house
KQKQK;Full house
KK6J6;Full house
KKTKT;Full house
KKK33;Full house
KKK44;Full house
KAKKA;Full house
A3A3J;Full house
A4AA4;Full house
A77AA;Full house
ATTTA;Full house
ATATA;Full house
AA2A2;Full house
AA5A5;Full house
AA88J;Full house
JJ32J;Four of a kind
JJ366;Four of a kind
JJ466;Four of a kind
JJTT6;Four of a kind
JJAJT;Four of a kind
J262J;Four of a kind
J33J2;Four of a kind
J4JJ5;Four of a kind
J4443;Four of a kind
J4448;Four of a kind
J66J8;Four of a kind
J66A6;Four of a kind
J6AAA;Four of a kind
J7J7T;Four of a kind
J77T7;Four of a kind
J8T88;Four of a kind
J9KJK;Four of a kind
J9AAJ;Four of a kind
JQQQ3;Four of a kind
JQQQT;Four of a kind
JK5KK;Four of a kind
JKKJA;Four of a kind
JKKK8;Four of a kind
JKAAA;Four of a kind
JA8AJ;Four of a kind
JA8AA;Four of a kind
2JJ66;Four of a kind
2J422;Four of a kind
2J99J;Four of a kind
222J3;Four of a kind
222JK;Four of a kind
22223;Four of a kind
22226;Four of a kind
22272;Four of a kind
22292;Four of a kind
2272J;Four of a kind
22A22;Four of a kind
24222;Four of a kind
25222;Four of a kind
28222;Four of a kind
29JJ2;Four of a kind
3JKJK;Four of a kind
3JK33;Four of a kind
32333;Four of a kind
33J35;Four of a kind
33J39;Four of a kind
333JQ;Four of a kind
3333K;Four of a kind
33343;Four of a kind
33363;Four of a kind
3343J;Four of a kind
33533;Four of a kind
35555;Four of a kind
37333;Four of a kind
4J4JQ;Four of a kind
4J777;Four of a kind
44J3J;Four of a kind
44J4A;Four of a kind
44344;Four of a kind
4446J;Four of a kind
44464;Four of a kind
444QJ;Four of a kind
444K4;Four of a kind
44T44;Four of a kind
47J44;Four of a kind
47444;Four of a kind
4888J;Four of a kind
49444;Four of a kind
4KJ4J;Four of a kind
5J55Q;Four of a kind
54444;Four of a kind
552J5;Four of a kind
555JT;Four of a kind
55955;Four of a kind
55Q55;Four of a kind
56555;Four of a kind
56666;Four of a kind
575J5;Four of a kind
577J7;Four of a kind
585J5;Four of a kind
59999;Four of a kind
5TTTT;Four of a kind
5QQQQ;Four of a kind
5K555;Four of a kind
6J636;Four of a kind
6JQJQ;Four of a kind
66266;Four of a kind
66366;Four of a kind
66696;Four of a kind
666T6;Four of a kind
6Q666;Four of a kind
6A666;Four of a kind
7JJAJ;Four of a kind
7J78J;Four of a kind
72777;Four of a kind
76777;Four of a kind
77377;Four of a kind
77477;Four of a kind
77577;Four of a kind
777Q7;Four of a kind
77977;Four of a kind
799J9;Four of a kind
7TTTT;Four of a kind
7QQQQ;Four of a kind
7K777;Four of a kind
7KKKK;Four of a kind
858J8;Four of a kind
86666;Four of a kind
87777;Four of a kind
88J6J;Four of a kind
8838J;Four of a kind
88588;Four of a kind
888JA;Four of a kind
88848;Four of a kind
88878;Four of a kind
888Q8;Four of a kind
88T88;Four of a kind
88K8J;Four of a kind
89888;Four of a kind
8KKKK;Four of a kind
9J99K;Four of a kind
93999;Four of a kind
96J66;Four of a kind
97JJ9;Four of a kind
97J77;Four of a kind
989J9;Four of a kind
99J9Q;Four of a kind
99799;Four of a kind
99989;Four of a kind
TJ222;Four of a kind
TJTKJ;Four of a kind
T5JJJ;Four of a kind
T8TTT;Four of a kind
T9TTT;Four of a kind
TT2TT;Four of a kind
TTTT3;Four of a kind
TTTAT;Four of a kind
TTAJJ;Four of a kind
TKTTT;Four of a kind
QJQ7Q;Four of a kind
Q5JQQ;Four of a kind
Q9QJQ;Four of a kind
QQJ4Q;Four of a kind
QQJ8Q;Four of a kind
QQTQQ;Four of a kind
QQQ4Q;Four of a kind
QQQ6Q;Four of a kind
QQQQ3;Four of a kind
QQAQQ;Four of a kind
KJQJQ;Four of a kind
KJKK2;Four of a kind
K5J5J;Four of a kind
K8888;Four of a kind
KQKJK;Four of a kind
KKJJT;Four of a kind
KK6KK;Four of a kind
KKKJ7;Four of a kind
KKK4K;Four of a kind
KKK5K;Four of a kind
KKKQK;Four of a kind
KKKK2;Four of a kind
KKKK3;Four of a kind
KKKAK;Four of a kind
AJ44J;Four of a kind
AJAA4;Four of a kind
A2AJA;Four of a kind
A5555;Four of a kind
A6JJ6;Four of a kind
A7JAA;Four of a kind
A7777;Four of a kind
A9JJ9;Four of a kind
A99J9;Four of a kind
AQAAA;Four of a kind
AATAA;Four of a kind
AAA4A;Four of a kind
AAAA5;Four of a kind
AAAA6;Four of a kind
AAAA8;Four of a kind
JJJJJ;Five of a kind
J2222;Five of a kind
J5555;Five of a kind
J777J;Five of a kind
J8JJJ;Five of a kind
J8888;Five of a kind
J9JJ9;Five of a kind
JQQQJ;Five of a kind
JKKKK;Five of a kind
JAAAJ;Five of a kind
2J2J2;Five of a kind
3JJ33;Five of a kind
333J3;Five of a kind
4J4J4;Five of a kind
444J4;Five of a kind
55J5J;Five of a kind
66JJ6;Five of a kind
6666J;Five of a kind
777J7;Five of a kind
88J8J;Five of a kind
99J9J;Five of a kind
99J99;Five of a kind
TJJJT;Five of a kind
TTJTT;Five of a kind
TTTJJ;Five of a kind
QQQQJ;Five of a kind
KKKJJ;Five of a kind
AJAAA;Five of a kind
